ID,Group,Feature_1,Feature_2,Feature_3
ID107,A,2369.682289157956,412.9209391256553,5063.769136585399
ID108,B,2594.7389580302097,377.8587985145478,5181.299166621255
ID109,C,2624.9117247769072,395.3638426638078,-2230.86723257728
ID110,B,2636.4939064485307,420.367169075541,5250.177623204623
ID111,C,2201.981552777958,397.50612217117964,-1823.6028877631375
ID112,A,2304.10216566946,421.2313997623314,4808.736998792647
ID113,B,2880.351187263616,397.95056473092865,5786.129782559278
ID114,C,2413.022980439414,414.6840910947817,-1980.10074115758
ID115,A,2197.325084311758,423.02584196160905,4465.888842659705
ID116,C,1930.5143247352948,402.0430874721401,-1528.2137502140054
ID117,A,2592.875734322777,399.9378684500352,5811.788621955397
ID118,C,2414.839908763442,428.41899592856157,-1962.902831347041
ID119,C,2477.6145986172232,417.8413355602377,-2061.522292389566
ID120,B,2723.1209614780696,397.63143327289964,5441.891486855829
ID121,A,2167.3193372235137,420.27089569585536,4386.571226001135
ID122,C,2363.5283096133926,364.05588168537685,-1987.1992300627714
ID123,B,2900.1723046958105,405.1300585581145,5791.060981025601
ID124,A,2437.935592762816,385.2684376481352,5409.185077389293
ID125,B,2547.3442938969247,417.62333614354026,5094.904293804374
ID126,B,2662.977688119314,415.3150839701045,5322.304300307854
ID127,A,2337.1326750298945,396.1537451230995,5036.2052849333795
ID128,B,2632.0794966476137,397.6198963839096,5266.819233154023
ID129,C,2314.300415017685,388.2242552175799,-1923.571347579465
ID130,C,2700.7392361096267,414.9085806180863,-2302.7006488365505
ID131,B,2589.1156703146844,425.19199285022836,5163.294698771144
ID132,B,3256.1707216969407,422.0846961848722,6518.605333799028
ID133,B,2796.336158647513,391.4425740857748,5604.6201470918795
ID134,A,2194.2342282827904,405.66009176776095,4567.434273352949
ID135,B,2220.782976307231,422.7555990253286,4446.075518984506
ID136,B,2510.395575929164,366.0206474796524,5026.394253387588
ID137,C,2269.2284050705352,398.76675902437836,-1878.2525392670323
ID138,C,2444.5120533204777,411.3892910066923,-2041.3987635768901
ID139,A,2658.9700551359188,400.9450482359811,5967.504526376139
ID140,B,2500.5319953286867,439.0845400529305,4984.703709256044
ID141,C,2633.326441522991,389.7095636545564,-2252.565062483242
ID142,A,2280.5862736558147,404.82081830282743,4826.2360755999325
ID143,A,2617.158252267146,406.7112966149992,5805.480861498359
ID144,B,2171.578488933788,406.68458023377326,4358.564379373779
ID145,A,2330.457870717996,414.9890072349047,4916.603212132116
ID146,A,2545.33782748773,420.42761992112605,5529.750302452891
ID147,A,2332.82954133582,392.5716693063915,5047.486778525636
ID148,A,2221.514281331909,409.5852629009044,4620.267404664296
ID149,A,2469.611685886921,402.40871537157767,5379.601333525829
ID150,C,2548.8500900802437,401.9373863643629,-2122.441932617522
ID151,A,2215.5428539759355,395.3235681064528,4656.791032569518
ID152,C,2011.9695858347404,422.9921266784087,-1591.7070458121336
ID153,A,2287.874977127841,413.6650762308958,4785.136775387366
ID154,B,2760.5048965744277,406.4054655759644,5525.456554925155
ID155,A,2434.5382394818203,403.9295233737742,5274.731738156352
ID156,C,2624.75385662899,372.6967868579859,-2249.8502804978016
ID157,B,2501.8656985514867,428.35210936180846,5004.208790603986
ID158,C,2408.478830691329,403.78836129370393,-1991.635780444205
ID159,B,2462.4604111728054,420.3438511755961,4923.681045167863
ID160,A,2816.8807312112076,394.20439547364606,6475.931274618871
ID161,A,2467.034528345223,420.1340339921638,5317.74221351989
ID162,B,2930.4834135885476,371.428727268295,5850.434984359252
ID163,B,2917.7551896162004,408.7175900206937,5818.830113277896
ID164,B,2465.0028221208395,396.99672609719727,4925.4889414167255
ID165,A,2483.3358017222986,393.03462187749153,5490.252186541106
ID166,C,2839.566079214285,397.3809360392759,-2441.8182732234977
ID167,B,2914.0482807703174,413.1443445593384,5809.675987528014
ID168,B,2202.4105966386937,390.49593301356776,4402.29976861457
ID169,A,1672.181259545549,394.9284166147184,3019.743494907771
ID170,C,2810.841464204739,384.5255461919104,-2423.785200765542
ID171,A,2945.361624682545,376.39629109718686,6952.354269863154
ID172,B,3020.7274337892586,391.8272319538725,6060.763297125403
ID173,A,2655.0302880946774,405.3191879236043,5935.703881010264
ID174,A,2278.353432707822,371.7074262087644,4963.058313734756
ID175,C,2480.6383846546787,386.3666511592356,-2073.6648308048125
ID176,C,2032.907141623964,362.8453245091414,-1685.673573104725
ID177,A,2849.0773602830977,379.83795874445684,6652.851197394755
ID178,B,2740.2970250098588,408.8600813173759,5479.100643615565
ID179,A,2465.3999374620275,413.05590266185027,5342.951098302563
ID180,B,2313.3256183575654,398.8456153209803,4633.628825154989
ID181,A,2524.746356337831,393.34014473492505,5600.347161114702
ID182,A,2388.5624066208443,368.5141399234719,5334.745551022838
ID183,C,2505.292204220155,412.9939884645567,-2096.7480372977034
ID184,C,2934.5752954451277,372.93028342413146,-2576.3464995393506
ID185,B,2630.2174000873824,416.91074655748776,5264.38240007298
ID186,B,2874.036211554937,403.9021605024343,5753.121760345125
ID187,B,2341.449725292766,395.98971576337806,4681.79050269897
ID188,A,2128.409951236835,407.87406387131534,4346.431898595786
ID189,A,2689.577983175709,392.84744255374846,6085.960451482153
ID190,B,2792.564768374332,409.3572046335022,5584.302634343196
ID191,A,2508.8211485054208,392.6890767693481,5565.871352675003
ID192,B,2481.36718974637,410.5219638155592,4994.017533497834
ID193,A,2541.744184876619,413.68613391461014,5559.832170415429
ID194,B,2751.2903313542824,382.83107491138816,5489.248388637857
ID195,C,3073.6368575723113,412.41676804731617,-2650.5880396147913
ID196,B,2456.353605001751,403.4010246411779,4907.913642689589
ID197,A,2631.7721768883603,394.46246834799007,5949.773397137674
ID198,B,2860.4191556105625,398.9600817768868,5719.41532631718
ID199,C,2333.0635631819932,407.6306466256383,-1930.5104494072039
ID200,B,3026.7609016261285,399.2052193485386,6058.37855960638
ID201,C,2467.189570091415,390.9142116454431,-2066.6562644853425
ID202,A,1895.7529417000615,425.5550391561,3575.437856633376
ID203,B,2338.373508040524,428.94573994448564,4666.291748275475
ID204,A,2012.4894424159588,404.15693949616326,3995.2926757917276
ID205,A,2198.7518536410744,393.03777030964653,4618.45256567367
ID206,A,2723.074925535175,421.3444643509608,6067.324671995581
ID207,A,2608.733014010175,413.7040132513436,5782.232596058756
ID208,A,2676.021851795876,380.48281392767524,6098.469574556734
ID209,C,2377.6443392270266,397.6545661945191,-1993.6152739846561
ID210,B,2907.3361036895467,406.41221789876874,5816.367609139864
ID211,C,2332.1955632767085,418.97336410512526,-1905.025251454609
ID212,B,2677.646145321215,401.1495146144411,5336.066077503937
ID213,C,1983.2597513588837,407.4260018682796,-1585.792983602294
ID214,A,2321.98596048505,405.4955998045454,4945.967014347544
ID215,A,2295.6073697121765,393.0391183255072,4890.640880319323
ID216,C,3190.3105258978303,403.8171122450026,-2768.85540601794
ID217,C,2541.7861573642076,412.03786745027287,-2129.3274626977795
ID218,A,2857.621242707564,367.3229168091236,6724.031306283286
ID219,B,2264.177545105291,411.86590192875343,4526.239063134146
ID220,C,2383.4339218233863,395.06680141967394,-1985.7149788624374
ID221,A,2540.9527233298954,413.33446985653546,5578.1043637518715
ID222,B,2521.191783198351,418.8589000538425,5059.765713926134
ID223,A,2811.983933019302,413.7017010063577,6368.609804042829
ID224,B,2292.402439500736,415.4785279925132,4564.754627788428
ID225,B,2874.2187175899357,371.83265245581015,5752.008770395859
ID226,B,2381.347136296521,404.6803807544326,4791.799659125941
ID227,A,2800.5847290476804,394.55906091106044,6444.44734718511
ID228,B,1596.9733512788546,379.6685175304531,3180.3714510999143
ID229,B,2239.4161637678085,402.771453253623,4482.983583840025
ID230,A,2389.7240962234714,392.76676039283996,5182.695722021171
ID231,B,2516.7394488955924,404.6798799477312,5029.749266321588
ID232,A,2147.219197424739,409.47743930707105,4391.272040429901
ID233,C,2350.7472549866166,402.07455213409776,-1944.3778173667731
ID234,A,2139.0811344894582,412.6404912396526,4360.470470373662
ID235,C,2295.6786577718585,416.3519517598732,-1851.7780419919097
ID236,A,2420.8689667907784,419.2260152664165,5168.018736410429
ID237,B,2091.7969968919224,399.93994370272014,4200.741319989645
ID238,B,2606.3112507990286,374.15291074712655,5236.870138807145
ID239,B,2252.56875735558,395.9451142926438,4506.262742985443
ID240,B,2149.4081775203676,381.27476310980734,4309.58481196027
ID241,B,2298.478121996037,383.9507110804466,4589.596510186454
ID242,A,2554.4033424403624,409.40466300876955,5623.925395495675
ID243,A,2386.7795280851574,384.06736574959945,5239.517901118507
ID244,C,2328.0105650406485,402.3266479399047,-1916.9139355476636
ID245,B,2804.2018581152247,403.187994311537,5594.8790136738235
ID246,A,2359.4342375980564,402.2367731164795,5050.07586687387
ID247,A,2604.830367450859,397.03778794945947,5807.539352822121
ID248,A,2127.0507738173187,402.49015412990053,4364.168016662134
ID249,A,2758.0845016834387,398.6281826905478,6298.106424133145
ID250,B,2319.6378352257607,421.97997478928835,4625.49451640462
ID251,A,2086.0395755263485,393.82862847122766,4320.054537734302
ID252,B,2362.2183622409952,421.7671711841541,4719.993114338921
ID253,A,2582.2333709601935,389.67797139164423,5793.020223953039
ID254,C,2589.1332013846527,378.5967409281077,-2195.481408423388
ID255,A,2735.8040356283013,393.60955424542624,6247.3332358935795
ID256,C,2885.13989119396,402.34332918323054,-2477.1514191638657
ID257,A,2634.1416648852005,395.6597639736227,5905.203992069353
ID258,A,2489.0894333412994,395.0432825765123,5470.826335572426
ID259,C,2342.057891150441,390.297097862165,-1963.6432601511153
ID260,B,2120.288585973978,393.1183233685488,4269.6658290484775
ID261,C,3115.060865492699,412.7450837354793,-2717.4430655566325
ID262,B,2647.5064534643734,410.04524878208446,5304.780017551508
ID263,C,2336.2039963168577,417.7341442959281,-1922.7170120936885
ID264,C,2719.100099800126,417.29224899492164,-2307.8232348150946
ID265,B,2301.959540633387,395.51591828400035,4620.244938801141
ID266,B,2546.4944566859904,425.9919499632777,5091.947530212301
ID267,A,2523.00152012706,410.177881398253,5510.008427231155
ID268,C,2666.6257691153187,391.7839985874737,-2302.633401749872
ID269,B,2274.277622901974,402.29765769479206,4554.76593574545
ID270,A,2324.181117112453,386.9904971117043,5041.089860442505
ID271,A,2592.4669501247904,402.03528000334137,5762.152674575631
ID272,A,2345.5822501127095,403.99228563131896,5019.21935426087
ID273,B,3140.458222346719,390.6748356274,6287.156006605962
ID274,A,2263.9063354826553,441.77315698674767,4568.726062894328
ID275,C,2056.0693841887414,395.51279545803254,-1665.2965501025556
ID276,A,1985.3131162055645,395.32540532309764,3982.027829962246
ID277,A,2672.4982619095745,421.9245638389636,5884.397047682267
ID278,B,2188.1210841482666,405.4429106875969,4374.150265072708
ID279,C,2214.4956974120805,365.85930790272465,-1851.9800857742705
ID280,A,2466.260477562915,400.0095406782453,5396.633823501853
ID281,C,2317.8353916774417,385.5633694286151,-1932.8644271471742
ID282,B,2532.1076017061173,378.8020316880392,5055.69302068298
ID283,C,2442.3394160678085,404.387310233618,-2032.0200985978818
ID284,C,2303.0802673558505,422.1656938519674,-1894.2026601949096
ID285,B,2449.8400208531807,393.8898134602998,4897.608140011499
ID286,A,2850.741463626945,394.98975252539,6574.68812618042
ID287,B,2652.733707099332,430.8659702325375,5309.129372423065
ID288,A,2962.436276673518,382.51439001767307,6989.6633411224
ID289,B,2682.1016124837706,408.01347549441726,5349.094813241736
ID290,A,2411.085412365397,385.12596789828444,5302.260606859412
ID291,B,2702.1400389456917,399.16422467085164,5423.140691238291
ID292,B,2816.275282047737,422.5686671880529,5632.69782158914
ID293,A,2545.85276986737,395.5376269499971,5655.990372454453
ID294,C,2519.252997938462,406.7356182375975,-2108.7233973637462
ID295,C,2767.692237054957,395.2011699647423,-2362.704312829296
ID296,B,2186.786605393573,395.5619764320308,4394.419062039422
ID297,A,2490.2191093583974,389.8763940949392,5562.814421127892
ID298,A,2681.7009001601164,378.3834116918084,6167.360192899907
ID299,B,1809.9496786292502,391.4008559747676,3615.365243537245
ID300,A,2715.9505615851745,390.7172855115899,6192.578871424262
ID301,B,2832.025390531287,388.80059515840526,5654.030111725893
ID302,A,2571.780003701048,436.70396982329817,5529.035906660835
ID303,A,2491.7456676935544,423.8864199025064,5359.830170962119
ID304,A,2735.5055608511166,414.0160464222524,6118.823388987389
ID305,C,2358.214750660039,410.8027423976215,-1982.4216859862845
ID306,C,2511.56687944727,397.5973051554261,-2097.648390147781
ID307,B,2739.7862245952965,403.49264537935295,5497.816446487159
ID308,A,2470.283600746839,404.1018768897074,5405.2903859231765
ID309,A,2418.2389676664548,405.89313647732035,5235.27635889293
ID310,C,2760.2073118842436,410.37448331344825,-2356.196823585697
ID311,A,2874.2077980297527,395.7316909100337,6638.702557152419
ID312,C,2364.7060136402247,389.156933437766,-1972.351862537108
ID313,A,2008.4073744592147,378.35028713955126,4145.634199454666
ID314,B,2623.3716439068335,425.3671253816866,5246.117341088216
ID315,A,2507.5334502346313,387.8389793656146,5566.328608453309
ID316,A,2474.7984626517846,413.860083837511,5364.776916561456
ID317,A,2704.253189032312,418.64112352111994,6021.301137942559
ID318,B,1931.3714911237116,436.26302014882293,3860.371835733398
ID319,B,2474.6635579772346,409.55964873396755,4948.1666825971815
ID320,B,2578.499466769166,373.7405141655778,5161.171283013988
ID321,B,2661.2962547889206,417.41604627568086,5310.885525804596
ID322,B,3190.1984592311633,396.9191082592211,6379.990939543422
ID323,B,2411.30727649445,409.56897407365244,4811.628328660771
ID324,C,2565.9800240064287,381.8402585188446,-2176.7981774312416
ID325,B,2716.0223362327138,401.8074676287514,5441.426898637842
ID326,B,2114.3007443269935,397.75572087544896,4244.861897532976
ID327,B,2235.2968036924085,401.56866483452654,4481.11699725408
ID328,B,2283.312023346611,403.255631030118,4558.023750817543
ID329,C,2366.0125050784013,371.29039649070523,-2006.9273870333145
ID330,C,2508.2460922237756,386.5663587136876,-2114.2387376586767
ID331,B,2682.351559326646,401.5950638957326,5381.4757618674375
ID332,A,2325.4446362295485,374.24034566090677,5093.198831146143
ID333,A,3257.4571997829707,384.19656145227265,7862.627028254845
ID334,A,2080.5145876701395,393.4703183877881,4291.5889302846035
ID335,C,2729.29798312792,386.751953751605,-2343.1641422520665
ID336,B,2352.0732170387405,383.6310035974765,4697.338756135065
ID337,B,2080.3731740747644,422.89617404461166,4153.608949554885
ID338,C,3285.403884511015,396.2722266443237,-2865.5134975385818
ID339,A,2332.6552009934594,371.80144274705856,5154.84492243861
ID340,C,2198.9023208155245,418.1830914264446,-1775.3978576560899
ID341,A,2203.1499392039264,371.8105681305576,4752.949996708795
ID342,B,2544.8333898892843,412.0107696815572,5089.357781982249
ID343,A,2548.443839772101,389.6879604206906,5698.705199218485
ID344,A,2309.28264741353,406.2602880332259,4911.197959338231
ID345,A,2152.1014355531643,403.7529726489731,4434.624017181334
ID346,A,2340.7816624838,384.43560800943504,5086.234702403478
ID347,B,2302.6849709669755,405.4279561749203,4615.803593708547
ID348,A,2128.3565664682033,376.2061554445543,4512.405000658788
ID349,B,2667.342593858339,371.06800438912836,5337.526105879791
ID350,A,2520.528560268135,403.97287744930463,5532.354353244228
ID351,B,2546.0884852793997,410.57926769879333,5086.847786893297
ID352,B,2434.9622954424854,368.9218053488459,4851.888874399574
ID353,B,3083.0674638110568,367.1771319336915,6161.49176893507
ID354,A,2382.783004190102,397.61435633004174,5156.439516587723
ID355,B,3123.179952100248,393.23194394498165,6223.553655789138
ID356,C,2076.8222420535053,394.2335605054464,-1676.302717175337
ID357,C,2582.741341755069,405.5754861947179,-2189.5928337876758
ID358,C,2395.9032735408596,374.084204954721,-2021.5438309831711
ID359,B,2241.2704717253037,368.3718037985523,4491.661906674205
ID360,C,2073.3048855927464,412.7391502018711,-1659.546685686979
ID361,B,2456.7511215580507,419.4308612718381,4913.219127280766
ID362,A,2864.891758384263,372.59718355384655,6734.926229150957
ID363,C,2258.3448240953735,399.10769203177824,-1854.606726879809
ID364,B,2355.9885217358296,380.0605133220702,4725.882372036565
ID365,A,2156.9962534792276,403.7136442090727,4451.176757386515
ID366,A,2802.920877026759,397.67923300149636,6425.073151046708
ID367,A,1512.1286825176228,396.64569408452047,2537.834192782698
ID368,B,2612.17331923322,396.18278319138057,5238.257314947257
ID369,A,1667.0024464835535,398.2166842465119,3009.7660446846435
ID370,C,2149.3807255541105,402.5290659585816,-1758.9750356734266
ID371,B,2570.021236758021,394.810242015203,5134.373361477565
ID372,C,2903.2154564292714,389.86378014661096,-2489.225400721714
ID373,A,2494.056083162785,381.76197516698255,5566.714713687508
ID374,A,2392.6002581643675,411.41226950932867,5113.975545151759
ID375,B,2445.7824889777967,399.15229458841065,4892.871380435896
ID376,B,2564.841394385313,412.22588069733985,5117.523331501549
ID377,C,2619.00973805522,392.5815671627316,-2224.8839356800554
ID378,C,1981.7256782208474,398.7293025459266,-1595.6616727948406
ID379,A,2859.07489812726,379.3764786314756,6680.230331613466
ID380,A,2926.663910135458,398.40645244157804,6785.813434687493
ID381,B,2646.549032821941,402.993401120928,5303.982493668994
ID382,B,1972.780801850647,388.3498329981525,3945.349478391185
ID383,A,2962.028000222174,384.72974129964854,6958.473593617671
ID384,C,2112.703826296502,372.60738287566534,-1736.0043842052191
ID385,A,3120.372131123887,413.2939950589919,7294.655247216854
ID386,A,2488.9746262333197,401.6999538659887,5460.620654206808
ID387,B,2678.087824399284,406.6914327290648,5329.231632131842
ID388,A,2735.9381892945885,437.9276063572954,6019.2709306541
ID389,B,1958.5738705914941,384.2212478341259,3911.0266757058776
ID390,A,2507.17644172396,379.29615267534234,5622.67701509064
ID391,C,2184.460872468092,393.09507807635737,-1786.9182357643206
ID392,B,2533.5910219590132,406.349836356921,5082.176479195223
ID393,B,2109.961821706939,389.8091979827286,4225.59217196281
ID394,C,2093.928486886374,414.1719735296484,-1684.920171529876
ID395,B,2276.0263418825284,425.936176188216,4559.635266841772
ID396,A,2143.5585053712207,410.7714234980629,4376.504765452052
ID397,A,2580.3042858416848,385.4644641175986,5831.75901010682
ID398,C,2319.6031211539444,410.37479394132964,-1910.1753746292827
ID399,B,2371.7898210461694,386.63157039638367,4746.917382002083
ID400,C,1728.3272528257244,400.34293454996646,-1343.4569099303096
ID401,C,2553.6398809578773,393.04141270027844,-2149.9820599034306
ID402,C,2359.574206376869,410.70704327717607,-1920.732144801588
ID403,A,2249.7888895686274,411.73479193683096,4680.587763189724
ID404,B,2491.8786515877905,407.9529276479481,4963.11050969152
ID405,A,1983.688220062077,395.2776333221194,3978.78475472787
ID406,A,2461.416269176309,386.8002146713404,5434.930514400223
ID407,A,2441.422618578233,388.7383067198661,5379.613822693169
ID408,A,2946.0822733704404,408.54875233677694,6796.3263063766
ID409,A,2714.910867777963,378.76170807906766,6244.015390726805
ID410,A,2089.237817935775,403.6103912625471,4249.768244001702
ID411,A,2653.9478533423617,413.13316439309943,5871.453129413671
ID412,C,2634.4183038973993,412.59075129903704,-2239.9526903187207
ID413,C,2374.0501439410787,398.5976520148179,-1962.7201822463198
ID414,B,2865.8973563219097,403.618136448631,5744.735064288626
ID415,C,2068.901513067719,369.44032843896497,-1709.2427324748091
ID416,A,2263.602988460103,392.56314964483676,4845.035399638942
ID417,C,2991.3091330699776,391.9046803816007,-2598.324556793765
ID418,B,2357.8856735205723,382.0029934131148,4707.018515659575
ID419,A,1625.0695611511758,384.92034819357167,2958.045029320577
ID420,C,2097.4703129035997,387.69328397833726,-1690.6080830403532
ID421,A,2314.3601797439983,402.24055677556663,4937.891978938704
ID422,B,3085.007514139673,363.3726886786685,6185.742526166455
ID423,B,2855.584389444111,400.9941554295173,5723.331960928301
ID424,B,2373.967157993841,411.186361130299,4755.751895954569
ID425,B,2549.6888908552446,427.4889990552997,5095.509198696786
ID426,A,2657.3991239558773,400.7080263857559,5967.204074437143
ID427,C,2166.538995949041,420.7804250743843,-1748.7942722465993
ID428,A,2194.0737435849196,404.2601985200557,4561.81887619019
ID429,C,2881.904498951099,423.1277637077082,-2457.8808605283684
ID430,A,2414.240515920666,386.35461557470035,5312.844519615567
ID431,A,2399.253990477919,409.04255183695994,5141.961700887937
ID432,A,2510.0979768195757,398.0048503141065,5557.775437819332
ID433,B,3026.551444938873,393.9851943767937,6064.009040496326
ID434,B,2268.905736264427,399.8281543957224,4537.704718466689
ID435,B,2677.9424983437084,386.44086049542193,5357.740061630093
ID436,C,2329.5760838687393,407.1037052508222,-1908.767635997003
ID437,B,2475.2328027187273,394.95508633418785,4957.7861488667895
ID438,B,2633.9606128594,398.6028287270058,5265.379586304066
ID439,A,2435.784854445509,419.95296015350345,5202.061805282582
ID440,C,2458.81424029431,366.80380605569485,-2087.09158287787
ID441,B,2501.534584592234,403.7508662684144,5003.38357850522
ID442,A,2483.0911273577767,398.80840870789615,5454.0388336254755
ID443,B,2504.938076661795,385.56815325379296,5032.138043214342
ID444,C,2695.2977237179152,418.01518764751,-2268.928692000792
ID445,B,2219.966365645301,400.7920253719798,4458.431257018185
ID446,B,2357.267232170509,414.61051378816353,4717.465420359396
ID447,C,2196.449635789896,409.535110566305,-1785.0871365733774
ID448,A,2590.2973851713623,392.2913138243194,5811.850334825488
ID449,C,2602.279442203953,365.2260014841884,-2251.92492525927
